Date,value
7/4/2017,49.19
7/5/2017,48.31
7/6/2017,48.16
7/7/2017,46.55
7/10/2017,46.27
7/11/2017,46.21
7/12/2017,47.81
7/13/2017,46.8
7/14/2017,47.88
7/17/2017,48.3
7/18/2017,47.79
7/19/2017,48.39
7/20/2017,48.77
7/21/2017,48.29
7/24/2017,47.37
7/25/2017,48.64
7/26/2017,49.84
7/28/2017,51.43
7/31/2017,52.03
8/1/2017,51.93
8/2/2017,51.3
8/3/2017,52.54
8/4/2017,51.92
8/7/2017,51.85
8/8/2017,52.18
8/9/2017,52.15
8/10/2017,53.05
8/11/2017,51.69
8/14/2017,51.59
8/15/2017,50
8/16/2017,50.49
8/17/2017,49.96
8/18/2017,50.79
8/21/2017,52.1
8/22/2017,51.99
8/23/2017,52.02
8/24/2017,52.36
8/25/2017,52.07
8/29/2017,51.39
8/30/2017,51.48
8/31/2017,51.46
9/5/2017,53.43
9/6/2017,54.39
9/7/2017,55.08
9/8/2017,55.15
9/11/2017,54.5
9/12/2017,55.04
9/13/2017,55.75
9/14/2017,56.56
9/15/2017,56.98
9/18/2017,56.28
9/19/2017,56.62
9/20/2017,57.38
9/21/2017,57.48
9/22/2017,57.23
9/25/2017,59.34
9/26/2017,59.87
9/27/2017,59.92
9/28/2017,59.92
9/29/2017,59.04
10/3/2017,56.67
10/4/2017,56.51
10/5/2017,57.08
10/6/2017,56.76
10/9/2017,56.37
10/10/2017,56.79
10/11/2017,57.34
10/12/2017,56.91
10/13/2017,56.81
10/16/2017,58.47
10/17/2017,58.42
10/18/2017,59
10/19/2017,58.35
10/20/2017,58.08
10/23/2017,58.54
10/24/2017,58.24
10/25/2017,59.14
10/26/2017,59.11
10/27/2017,58.83
10/30/2017,61.24
10/31/2017,61.56
11/1/2017,62.36
11/2/2017,61.18
11/3/2017,61.82
11/6/2017,63.34
11/7/2017,65.28
11/8/2017,64.78
11/9/2017,64.45
11/13/2017,64.32
11/14/2017,62.99
11/21/2017,62.42
11/22/2017,63.72
11/23/2017,63.71
11/24/2017,64.23
11/27/2017,64.32
11/28/2017,64.07
11/29/2017,64
11/30/2017,64.97
12/4/2017,64.32
12/5/2017,63.53
12/7/2017,62.79
12/8/2017,63.68
12/11/2017,64.61
12/12/2017,67.05
12/13/2017,65.35
12/14/2017,64.12
12/15/2017,64.51
12/18/2017,64.46
12/19/2017,65.03
12/20/2017,64.59
12/21/2017,64.88
12/22/2017,64.81
12/27/2017,66.7
12/28/2017,66.37
12/29/2017,67.46
1/2/2018,67.45
1/3/2018,67.7
1/4/2018,68.76
1/5/2018,68.86
1/8/2018,68.65
1/9/2018,69.36
1/10/2018,70.75
1/11/2018,70.8
1/12/2018,70.33
1/15/2018,71.1
1/16/2018,70.72
1/17/2018,69.74
1/18/2018,70.03
1/19/2018,69.78
1/22/2018,69.38
1/23/2018,70.11
1/24/2018,70.49
1/25/2018,71.68
1/26/2018,71.5
1/29/2018,70.44
1/30/2018,69
1/31/2018,68.61
2/1/2018,69.97
2/2/2018,69.69
2/5/2018,68.01
2/6/2018,67.4
2/7/2018,67.67
2/8/2018,65.8
2/9/2018,64.79
2/12/2018,64.2
2/13/2018,62.48
2/14/2018,62.97
2/15/2018,64.29
2/16/2018,64.62
2/19/2018,65.51
2/20/2018,65.29
2/21/2018,65.42
2/22/2018,65.71
2/23/2018,66.89
2/26/2018,68.07
2/27/2018,68.54
2/28/2018,67.45
3/1/2018,65.78
3/2/2018,65.22
3/5/2018,66.13
3/6/2018,67.15
3/7/2018,66.67
3/8/2018,65.21
3/9/2018,65.29
3/12/2018,65.93
3/13/2018,65.57
3/14/2018,65.79
3/15/2018,65.11
3/16/2018,64.92
3/19/2018,64.92
3/20/2018,66.61
3/21/2018,68.11
3/22/2018,69.1
3/23/2018,70.45
3/26/2018,70.39
3/27/2018,70.43
3/28/2018,69.44
3/29/2018,69.04
4/3/2018,68.22
4/4/2018,67.08
4/5/2018,67.57
4/6/2018,67.54
4/9/2018,68.14
4/10/2018,70.52
4/11/2018,72.32
4/12/2018,72.87
4/13/2018,73.31
4/16/2018,73.39
4/17/2018,73.55
4/18/2018,74.23
4/19/2018,75.95
4/23/2018,75.93
4/24/2018,76.12
4/25/2018,75.78
4/26/2018,75.82
4/27/2018,76.64
4/30/2018,75.98
5/2/2018,75.14
5/4/2018,75.03
5/8/2018,76.86
5/9/2018,77.9
5/10/2018,78.67
5/11/2018,78.73
5/14/2018,78.32
5/15/2018,79.97
5/16/2018,78.89
5/17/2018,80.75
5/18/2018,80.08
5/21/2018,78.6
5/22/2018,80.25
5/23/2018,79.88
5/25/2018,77.89
6/4/2018,74.86
6/5/2018,73.4
6/6/2018,74.31
6/7/2018,75.22
6/8/2018,76.04
6/11/2018,75.2
6/12/2018,75.1
6/13/2018,75.24
6/14/2018,76.12
6/15/2018,74.68
6/19/2018,75.82
6/20/2018,76.07
6/21/2018,73.3
6/22/2018,74.31
6/25/2018,74.08
6/26/2018,74.25
6/27/2018,76.2
6/28/2018,76.72
7/2/2018,77.11
7/3/2018,77.46
7/4/2018,77.49
7/5/2018,77.66
7/6/2018,76.48
7/9/2018,76.5
7/10/2018,78.74
7/11/2018,77.02
7/12/2018,73.68
7/13/2018,73.89
7/16/2018,73.16
7/17/2018,71.25
7/18/2018,71.3
7/19/2018,71.71
7/20/2018,72.35
7/30/2018,75.63
7/31/2018,75.37
8/1/2018,73.92
8/2/2018,72.96
8/3/2018,74.05
8/6/2018,73.99
8/7/2018,73.98
8/8/2018,72.98
8/13/2018,71.61
8/14/2018,72.18
8/15/2018,70.35
8/16/2018,69.61
8/17/2018,70.75
8/20/2018,71.05
8/21/2018,72.17
8/22/2018,73.63
8/23/2018,73.97
8/24/2018,75.41
8/28/2018,75.58
8/29/2018,76.36
8/30/2018,77.44
8/31/2018,77.76
9/3/2018,77.65
9/4/2018,79.31
9/5/2018,77.26
9/6/2018,77.45
9/7/2018,76.44
9/10/2018,77.36
9/11/2018,77.94
9/12/2018,79.52
9/13/2018,79.9
9/14/2018,78.22
9/17/2018,78.63
9/18/2018,79.41
9/19/2018,79.95
9/20/2018,80.06
9/21/2018,80.41
9/24/2018,81.32
9/25/2018,82.77
9/26/2018,82.1
9/27/2018,82.8
9/28/2018,82.65
10/2/2018,86.01
10/3/2018,86.31
10/4/2018,87.35
10/5/2018,85.83
10/8/2018,84.28
10/9/2018,86.17
10/10/2018,85.82
10/11/2018,82.82
10/12/2018,82.03
10/15/2018,81.96
10/16/2018,81.5
10/17/2018,81.75
10/18/2018,80.15
10/19/2018,81.7
10/22/2018,81.14
10/23/2018,79.94
10/24/2018,78.33
10/25/2018,77.91
10/26/2018,77.8
10/29/2018,78.56
10/30/2018,77.71
10/31/2018,76.62
11/1/2018,74.98
11/2/2018,72.54
11/5/2018,72.54
11/6/2018,73.28
11/7/2018,72.98
11/8/2018,72.21
11/9/2018,69.03
11/12/2018,71.4
11/13/2018,69.14
11/14/2018,65.97
11/15/2018,66.18
11/16/2018,67.68
11/19/2018,66.01
11/21/2018,62.73
11/22/2018,62.69
11/23/2018,60.26
11/26/2018,60.27
11/27/2018,60.59
11/28/2018,60.31
11/29/2018,58.7
11/30/2018,58.96
12/3/2018,61.71
12/4/2018,62.62
12/5/2018,61.93
12/6/2018,59.71
12/7/2018,59.81
12/10/2018,60.81
12/11/2018,60.5
12/12/2018,60.75
12/13/2018,59.55
12/14/2018,60.31
12/17/2018,59.9
12/18/2018,57.12
12/19/2018,55.67
12/20/2018,54.4
12/21/2018,52.42
12/27/2018,66.7
12/28/2018,51.9
12/31/2018,67.46
1/2/2019,52.63
1/3/2019,54.75
1/4/2019,56.82
1/7/2019,56.97
1/8/2019,56.76
1/9/2019,58.39
1/10/2019,59.78
1/11/2019,60.6
1/14/2019,59.53
1/15/2019,59.54
1/16/2019,60.61
1/17/2019,60.62
1/18/2019,61.94
1/21/2019,63.27
1/22/2019,62.77
1/23/2019,62.79
1/24/2019,62.01
1/25/2019,62.52
1/28/2019,61.72
1/29/2019,61.76
1/30/2019,62.53
1/31/2019,62.69
2/1/2019,62.45
2/4/2019,63.74
2/5/2019,63.6
2/6/2019,62.53
2/7/2019,63.17
2/8/2019,62.68
2/11/2019,62.63
2/12/2019,63.92
2/13/2019,64.43
2/14/2019,65.12
2/15/2019,66.68
2/18/2019,67.37
2/19/2019,67.46
2/20/2019,67.14
2/21/2019,68.11
2/22/2019,68.42
2/25/2019,67.37
2/26/2019,65.34
2/27/2019,66.24
2/28/2019,66.23
3/1/2019,66.9
3/4/2019,66.03
3/5/2019,65.89
3/6/2019,65.73
3/7/2019,67.02
3/8/2019,65.48
3/11/2019,66.71
3/12/2019,67.55
3/13/2019,67.49
3/14/2019,68.13
3/15/2019,67.47
3/18/2019,68.21
3/19/2019,69.07
3/20/2019,68.94
3/21/2019,70.04
3/22/2019,68.91
3/25/2019,68.32
3/26/2019,69.64
3/27/2019,69.39
3/28/2019,68.26
3/29/2019,69.02
4/1/2019,70.11
4/2/2019,71.05
4/3/2019,71.58
4/4/2019,71.18
4/5/2019,71.13
4/8/2019,72.48
4/9/2019,72.84
4/10/2019,72.89
4/11/2019,73.15
4/12/2019,73.28
4/15/2019,72.81
4/16/2019,72.69
4/17/2019,73.17
4/18/2019,72.58
4/23/2019,74.94
4/24/2019,75.91
4/25/2019,75.93
4/26/2019,74.3
4/29/2019,72.62
4/30/2019,73.72
5/2/2019,73.11
5/3/2019,72.72
5/7/2019,72.23
5/8/2019,71.92
5/9/2019,71.94
5/10/2019,72.72
5/13/2019,73.89
5/14/2019,73.88
5/15/2019,73.67
5/16/2019,74.9
5/17/2019,75.76
8/7/2019,56.73
8/8/2019,57.99
8/9/2019,59.27
8/12/2019,59.03
8/13/2019,61.8
8/14/2019,59.76
8/15/2019,59.37
8/16/2019,61.3
8/19/2019,62.09
8/20/2019,61.33
8/21/2019,62.9
8/22/2019,61.91
8/23/2019,60.79
8/27/2019,60.59
8/28/2019,62.57
8/29/2019,62.74
8/30/2019,63.19
9/2/2019,60.4
9/3/2019,59.78
9/4/2019,62.53
9/5/2019,65.1
9/6/2019,63.63
9/9/2019,66.34
9/10/2019,67.02
9/11/2019,65.57
9/12/2019,63.36
9/13/2019,63.85
9/16/2019,71.02
9/17/2019,68.19
9/18/2019,66.89
9/19/2019,66.85
9/20/2019,67.83
9/23/2019,67.36
9/24/2019,66.96
9/25/2019,65.01
9/26/2019,64.68
9/27/2019,65.03
9/30/2019,63.54
10/1/2019,62.61
10/2/2019,60.47
10/3/2019,60.46
10/4/2019,61.58
10/7/2019,61.9
10/8/2019,60.49
10/9/2019,62.05
10/10/2019,61.43
10/11/2019,60.64
10/14/2019,58.56
10/15/2019,59.24
10/16/2019,60.4
10/17/2019,60.86
10/18/2019,62.07
10/21/2019,60.72
10/22/2019,61.54
10/23/2019,61.5
10/24/2019,63.12
10/25/2019,63.4
10/28/2019,63.83
10/29/2019,61.93
10/30/2019,62.54
10/31/2019,61.68
11/1/2019,60.83
11/4/2019,62.54
11/5/2019,63.1
11/6/2019,63.16
11/7/2019,63
11/8/2019,61.92
11/11/2019,62.86
11/12/2019,63.3
11/13/2019,62.1
11/14/2019,63.47
11/15/2019,63.67
11/18/2019,64.33
11/19/2019,63.19
11/20/2019,62.25
11/21/2019,64.35
11/22/2019,66.1
11/25/2019,65
11/26/2019,65.58
11/27/2019,65.86
11/28/2019,65.67
11/29/2019,65.87
12/2/2019,64.39
12/3/2019,63.76
12/4/2019,65.2
12/5/2019,67.08
12/6/2019,66.99
12/9/2019,67.51
12/10/2019,67.52
12/11/2019,67.3
12/12/2019,67.61
12/13/2019,68.53
12/16/2019,69.23
12/17/2019,69.87
12/18/2019,70.04
12/19/2019,70.56
12/20/2019,70.68
12/23/2019,70
12/24/2019,69.12
12/27/2019,71.31
12/30/2019,70.57
12/31/2019,67.91
1/2/2020,69.04
1/3/2020,71.21
1/6/2020,71.98
1/7/2020,72.18
1/8/2020,71.48
1/9/2020,68.79
1/10/2020,68.88
1/13/2020,68.64
1/14/2020,67.3
1/15/2020,66.04
1/16/2020,67.38
1/17/2020,66.7
1/20/2020,67.28
1/21/2020,66.31
1/22/2020,64.76
1/23/2020,63.91
1/24/2020,61.99
1/27/2020,61.19
1/28/2020,62.02
1/29/2020,62.56
1/30/2020,61.02
1/31/2020,61.07
2/3/2020,57.3
2/4/2020,57.2
2/5/2020,58.66
2/6/2020,58.48
2/7/2020,57.83
2/10/2020,56.69
2/11/2020,56.55
2/12/2020,58.09
2/13/2020,58.89
2/14/2020,59.92
2/17/2020,60.38
2/18/2020,59.9
2/19/2020,62.27
2/20/2020,62.64
2/21/2020,61.15
2/24/2020,58.59
2/25/2020,58.62
2/26/2020,57.51
2/27/2020,54.74
2/28/2020,53.76
3/2/2020,54.97
3/3/2020,54.69
3/4/2020,54.31
3/5/2020,53.74
3/6/2020,48.05
3/9/2020,37.33
3/10/2020,37.57
3/11/2020,36.83
3/12/2020,33.02
3/13/2020,34.25
3/16/2020,31.47
3/17/2020,29.61
3/18/2020,27.56
3/19/2020,25.38
3/20/2020,27.93
3/23/2020,25
3/24/2020,23.05
3/25/2020,21.4
3/26/2020,21.39
3/27/2020,18.47
3/30/2020,15.07
3/31/2020,15.26
4/1/2020,11.03
4/2/2020,14.75
4/3/2020,19
4/6/2020,17.69
4/7/2020,19.56
4/8/2020,20.72
4/9/2020,18.47
4/14/2020,18.58
4/15/2020,15.53
4/16/2020,14.53
4/17/2020,15.4
4/20/2020,13.84
4/21/2020,7.15
4/22/2020,9.02
4/23/2020,11.54
4/24/2020,11.35
4/27/2020,9.75
4/28/2020,10.62
4/29/2020,13.18
4/30/2020,13.88
5/1/2020,13.91
5/4/2020,14.79
5/5/2020,20.38
5/6/2020,19.61
5/7/2020,25.97
5/11/2020,26.23
5/12/2020,27.01
5/13/2020,26.57
5/14/2020,26.89
5/15/2020,28.29
5/18/2020,32.2
5/19/2020,32.25
5/21/2020,34.88
5/22/2020,33.51
5/26/2020,33.62
5/27/2020,33.69
5/28/2020,33.5
5/29/2020,33.91
6/1/2020,36.09
6/2/2020,37.8
6/3/2020,37.84
6/4/2020,37.91
6/5/2020,41.24
6/8/2020,40.37
6/9/2020,39.21
6/10/2020,40.06
6/11/2020,38.33
6/12/2020,38.45
6/15/2020,38.69
6/16/2020,40.35
6/17/2020,40.52
6/18/2020,41.7
6/19/2020,42.94
6/22/2020,42.98
6/23/2020,43.72
6/24/2020,40.71
6/25/2020,40.98
6/26/2020,41.07
6/29/2020,41.67
6/30/2020,42.49
7/1/2020,43.15
7/2/2020,43.55
7/3/2020,43.85
7/6/2020,44.04
7/7/2020,44.5
7/8/2020,44.42
7/9/2020,43.37
7/10/2020,43.88
7/13/2020,44.53
7/14/2020,44.33
7/15/2020,44.91
7/16/2020,45.15
7/17/2020,44.43
7/20/2020,43.91
7/21/2020,45.56
7/22/2020,44.17
7/23/2020,44.5
7/24/2020,43.91
7/27/2020,43.3
7/28/2020,43.92
7/29/2020,44.39
7/30/2020,42.97
7/31/2020,43.62
8/3/2020,44.3
8/4/2020,44.38
8/5/2020,46.2
8/6/2020,45.69
8/7/2020,44.72
8/10/2020,44.54
8/11/2020,44.75
8/12/2020,45.45
8/13/2020,45.5
8/14/2020,45.2
8/17/2020,45.08
8/18/2020,45.57
8/19/2020,45.24
8/20/2020,44.49
8/21/2020,43.54
8/24/2020,44.33
8/25/2020,46.21
8/26/2020,45.94
8/27/2020,44.77
8/28/2020,44.94
8/31/2020,45.26
9/1/2020,45.66
9/2/2020,44.66
9/3/2020,41.19
9/4/2020,42.92
9/7/2020,40.68
9/8/2020,38.62
9/9/2020,40
9/10/2020,39.7
9/11/2020,39.36
9/14/2020,38.39
9/15/2020,38.96
9/16/2020,40.73
9/17/2020,42.19
9/18/2020,42.23
9/21/2020,39.98
9/22/2020,39.86
9/22/2020,40.8
9/23/2020,41.3
9/24/2020,40.71
9/25/2020,40.59
9/28/2020,40.94
9/29/2020,39.91
9/30/2020,39.74
10/2/2020,38.05
10/5/2020,39.57
10/6/2020,40.66
10/7/2020,39.65
10/8/2020,41.01
10/9/2020,41.38
10/12/2020,39.95
10/13/2020,40.79
10/14/2020,41.05
10/15/2020,40.37
10/16/2020,40.88
10/19/2020,41.17
10/20/2020,40.39
10/21/2020,39.67
10/22/2020,41.08
10/23/2020,40.91
10/26/2020,38.99
10/27/2020,39.73
10/28/2020,37.79
10/30/2020,36.37
11/2/2020,36.49
11/3/2020,38.04
11/4/2020,39.19
11/5/2020,39.5
11/6/2020,38.38
11/9/2020,41.15
11/10/2020,41.65
11/11/2020,43.06
11/12/2020,42.54
11/13/2020,41.66
11/16/2020,42.95
11/17/2020,42.01
11/18/2020,42.96
11/19/2020,42.74
11/20/2020,43.16
11/23/2020,44.65
11/24/2020,47.48
11/25/2020,47.73
11/26/2020,26.27
11/27/2020,47.34
11/30/2020,46.67
12/1/2020,47.66
12/2/2020,48.45
12/3/2020,48.45
12/4/2020,49.43
12/7/2020,49.35
12/8/2020,49.31
12/9/2020,49.14
12/10/2020,51.4
12/11/2020,50.49
12/14/2020,49.98
12/15/2020,51.22
12/16/2020,51.87
12/17/2020,51.55
12/18/2020,52.5
12/21/2020,50.32
12/22/2020,50.6
12/23/2020,51.66
12/24/2020,50.99
12/29/2020,51.11
12/30/2020,50.94
12/31/2020,51.27
1/4/2021,50.67
1/5/2021,52.96
1/6/2021,54.66
1/7/2021,54.38
1/8/2021,55.42
1/11/2021,55.25
1/12/2021,56.39
1/13/2021,56.2
1/14/2021,55.46
1/15/2021,55.203
1/18/2021,54.9
1/19/2021,55.73
1/20/2021,56.18
1/21/2021,55.77
1/22/2021,55.31
1/25/2021,55.13
1/26/2021,55.41
1/27/2021,55.74
1/28/2021,55.17
1/29/2021,55.16
2/1/2021,55.8
2/2/2021,57.81
2/3/2021,58.61
2/4/2021,59.05
2/5/2021,60.2
2/8/2021,60.33
2/9/2021,60.91
2/10/2021,61.59
2/11/2021,61.37
2/12/2021,62.21
2/15/2021,64.3
2/16/2021,63.91
2/17/2021,64.71
2/18/2021,65.01
2/19/2021,63.95
2/22/2021,64.3
2/23/2021,65.18
2/24/2021,66.71
2/25/2021,67.15
2/26/2021,66.07
3/1/2021,65.75
3/2/2021,63.89
3/3/2021,64.64
3/4/2021,67.73
3/5/2021,69.37
3/8/2021,68.7
3/9/2021,67.16
3/10/2021,66.9
3/11/2021,69.35
3/12/2021,69.41
3/15/2021,68.71
3/16/2021,67.85
3/17/2021,67.34
3/18/2021,65.03
3/19/2021,63.44
3/22/2021,63.79
3/23/2021,61.71
3/24/2021,63.66
3/25/2021,61.39
3/26/2021,63.85
3/29/2021,63.24
3/30/2021,63.4
3/31/2021,62.98
4/1/2021,61.7
4/6/2021,62.15
4/7/2021,60.65
4/8/2021,61.53
4/9/2021,61.86
4/12/2021,62.48
4/13/2021,62.83
4/14/2021,65.59
4/15/2021,65.55
4/16/2021,65.74
4/19/2021,66.19
4/20/2021,64.25
4/21/2021,64.36
4/22/2021,64.92
4/23/2021,65.42
4/26/2021,64.98
4/27/2021,65.12
4/28/2021,66.69
4/29/2021,67.2
4/30/2021,66.84
5/4/2021,68.37
5/5/2021,69.59
5/6/2021,68.28
5/7/2021,67.82
5/10/2021,67.58
5/11/2021,67.86
5/14/2021,68.21
5/17/2021,68.61
5/18/2021,68.76
5/19/2021,65.52
5/20/2021,65.56
5/21/2021,66.1
5/24/2021,67.49
5/25/2021,67.88
5/26/2021,68.13
5/27/2021,68.21
5/28/2021,68.59
6/1/2021,69.26
6/2/2021,69.39
6/3/2021,69.33
6/4/2021,70.45
6/7/2021,70.23
6/8/2021,70.6
6/9/2021,71.45
6/10/2021,71.61
6/11/2021,72.06
6/14/2021,72.98
6/15/2021,73.46
6/16/2021,74.79
6/17/2021,73.27
6/18/2021,74.22
6/21/2021,74.99
6/22/2021,75.92
6/23/2021,76.86
6/24/2021,76.91
6/25/2021,77.31
6/28/2021,76.48
6/29/2021,76.53
6/30/2021,78.01
7/1/2021,77.76
7/2/2021,78.55
7/5/2021,79.18
7/6/2021,77.17
7/7/2021,75.05
7/8/2021,75.55
7/9/2021,78.41
7/12/2021,77.88
7/13/2021,77.74
7/14/2021,77.99
7/15/2021,76.35
7/16/2021,75.39
7/19/2021,70.69
7/22/2021,74.06
7/23/2021,75.76
7/26/2021,75.19
7/27/2021,75.47
7/28/2021,75.54
7/29/2021,76.33
7/30/2021,77.07
8/2/2021,74.53
8/3/2021,73.5
8/4/2021,71.79
8/5/2021,72.25
8/6/2021,71.67
8/9/2021,69.29
8/10/2021,71.32
8/11/2021,70.54
8/12/2021,71.61
8/13/2021,71.35
8/16/2021,70
8/17/2021,70.19
8/18/2021,69.65
8/19/2021,66.18
8/20/2021,65.93
8/23/2021,68.6
8/24/2021,70.47
8/25/2021,70.98
8/26/2021,70.43
8/27/2021,71.25
8/31/2021,73.18
9/1/2021,70.78
9/2/2021,73.53
9/3/2021,73.04
9/6/2021,72.13
9/7/2021,71.13
9/8/2021,71.89
9/9/2021,72.73
9/10/2021,72.5
9/13/2021,73.2
9/14/2021,73.4
9/15/2021,75.44
9/16/2021,74.63
9/17/2021,74.46
9/20/2021,74.11
9/21/2021,73.52
9/22/2021,75.16
9/23/2021,76.59
9/24/2021,77.41
9/27/2021,79.26
9/28/2021,78.73
9/29/2021,78.35
9/30/2021,78.11
10/4/2021,81.95
10/5/2021,83.49
10/6/2021,81.74
10/7/2021,82.58
10/8/2021,83.18
10/11/2021,84.5
10/12/2021,84.54
10/13/2021,84.36
10/14/2021,83.3
10/15/2021,85.66
10/18/2021,85.24
10/19/2021,85.8
10/20/2021,86.21
10/21/2021,84.04
10/22/2021,85.38
10/25/2021,85.9
10/26/2021,85.53
10/27/2021,84.85
10/28/2021,83.76
10/29/2021,84.35
11/1/2021,85.35
11/2/2021,85.3
11/3/2021,82.77
11/4/2021,82.49
11/5/2021,83.35
11/8/2021,84.28
11/9/2021,84.75
11/10/2021,85.34
11/11/2021,84.03
11/12/2021,83.88
11/15/2021,82.22
11/16/2021,83.61
11/17/2021,82.72
11/18/2021,82.88
11/19/2021,80.63
11/22/2021,82.2
11/23/2021,83.96
11/24/2021,83.82
11/25/2021,82.9
11/26/2021,74.05
11/29/2021,75.55
11/30/2021,71.54
12/1/2021,72.75
12/2/2021,71.17
12/3/2021,72.68
12/6/2021,72.85
12/7/2021,76.71
12/8/2021,76.62
12/9/2021,75.75
12/10/2021,75.11
12/13/2021,75.17
12/14/2021,74.15
12/15/2021,73.68
12/16/2021,75.82
12/17/2021,74.06
12/20/2021,69.73
12/21/2021,73.26
12/22/2021,74.86
12/23/2021,76.51
12/24/2021,75.91
12/29/2021,78.66
12/30/2021,79.31
12/31/2021,76.25
1/4/2022,80.07
1/5/2022,82.17
1/6/2022,83.49
1/7/2022,84.53
1/10/2022,84.06
1/11/2022,86.64
1/12/2022,88.07
1/13/2022,87.99
1/14/2022,88.69
1/17/2022,90.09
1/18/2022,90.83
1/19/2022,92.56
1/20/2022,93.04
1/21/2022,91.03
1/24/2022,89.93
1/25/2022,91.54
1/26/2022,94.18
1/27/2022,93.85
1/28/2022,95.23
1/31/2022,94.89
2/1/2022,93.32
2/2/2022,93.2
2/3/2022,94.41
2/4/2022,99.81
2/7/2022,100.45
2/8/2022,98.12
2/9/2022,98.56
2/10/2022,100.99
2/11/2022,99.39
2/14/2022,103.24
2/15/2022,100.69
2/16/2022,100.98
2/17/2022,97.93
2/18/2022,98.83
2/21/2022,101.6
2/22/2022,101.38
2/23/2022,101.94
2/24/2022,103.94
2/25/2022,100.8
2/28/2022,103.23
3/1/2022,114.89
3/2/2022,118.75
3/3/2022,121.42
3/4/2022,122.9
3/7/2022,133.63
3/8/2022,139.41
3/9/2022,130.28
3/10/2022,122.13
3/11/2022,120.13
3/14/2022,113.43
3/15/2022,110.5
3/16/2022,109.17
3/17/2022,116.37
3/18/2022,117.04
3/21/2022,123.9
3/22/2022,124.11
3/23/2022,130.41
3/24/2022,128.49
3/25/2022,126.41
3/28/2022,118.84
3/29/2022,115.52
3/30/2022,119.05
3/31/2022,111.51
4/1/2022,110.43
4/4/2022,111.77
4/5/2022,110.12
4/6/2022,107.09
4/7/2022,101.85
4/8/2022,102.94
4/11/2022,100.48
4/12/2022,107.1
4/13/2022,108.49
4/14/2022,109.1
4/19/2022,107.56
4/20/2022,107.33
4/21/2022,109.06
4/22/2022,107.45
4/25/2022,98.61
4/26/2022,103.71
4/27/2022,104.08
4/28/2022,106.38
4/29/2022,110.11
5/4/2022,110.64
5/5/2022,114.21
5/6/2022,116.41
5/9/2022,108.78
5/10/2022,105.94
5/11/2022,109.41
5/12/2022,110.38
5/13/2022,113.02
5/16/2022,115.13
5/17/2022,117.85
5/18/2022,112.71
5/19/2022,113.32
5/20/2022,115.75
5/23/2022,121.33
5/24/2022,122.04
5/25/2022,122.33
5/26/2022,125.91
5/27/2022,125.95
5/30/2022,128.53
5/31/2022,133.73
6/1/2022,130.23
6/2/2022,132.21
6/3/2022,132.43
6/6/2022,131.64
6/7/2022,133.23
6/8/2022,134.93
6/9/2022,136.4
6/10/2022,133.99
6/14/2022,137.95
6/15/2022,134.44
6/16/2022,131.02
6/17/2022,127.55
6/20/2022,125.11
6/21/2022,125.58
6/22/2022,121.77
6/23/2022,122.68
6/24/2022,125.15
6/27/2022,126.57
6/28/2022,128.29
6/29/2022,129.87
6/30/2022,126.94
7/1/2022,124.55
7/4/2022,127.89
7/5/2022,116.5
7/6/2022,114.78
7/7/2022,120.31
7/8/2022,121.07
7/13/2022,116.09
7/14/2022,113.34
7/15/2022,122.84
7/18/2022,126.97
7/19/2022,123.28
7/20/2022,125.48
7/21/2022,123.15
7/22/2022,118.74
7/25/2022,117.75
7/26/2022,118.12
7/27/2022,119.56
7/28/2022,120.04
7/29/2022,121.51
8/1/2022,114.49
8/2/2022,115.35
8/3/2022,112.69
8/4/2022,106.33
8/5/2022,108.63
8/8/2022,110.87
8/9/2022,112.25
8/10/2022,110.72
8/11/2022,111.95
8/12/2022,108.97
8/15/2022,102.61
8/16/2022,101.53
8/17/2022,101.92
8/18/2022,101.51
8/19/2022,101.57
8/22/2022,97.85
8/23/2022,103.18
8/24/2022,102.8
8/25/2022,104.95
8/26/2022,103.77
8/30/2022,104.45
8/31/2022,101.14
9/1/2022,97.02
9/2/2022,97.79
9/5/2022,97.99
9/6/2022,95.14
9/7/2022,91.78
9/8/2022,90.8
9/9/2022,93.48
9/12/2022,96.88
9/13/2022,94.54
9/14/2022,96.04
9/15/2022,91.85
9/16/2022,91.9
9/20/2022,92.01
9/21/2022,92.42
9/22/2022,93.47
9/23/2022,88.89
9/26/2022,88.2
9/27/2022,89.37
9/28/2022,92.01
9/29/2022,93.02
9/30/2022,92.4
10/4/2022,97.31
10/5/2022,97.95
10/6/2022,98.91
10/7/2022,102.01
10/10/2022,102.01
10/11/2022,99
10/12/2022,98.05
10/13/2022,98.91
10/14/2022,97.44
10/17/2022,95.57
10/18/2022,91.42
10/19/2022,92.59
10/20/2022,95.42
10/21/2022,93.82
10/24/2022,94.2
10/25/2022,94.14
10/26/2022,95.31
10/27/2022,96.8
10/28/2022,96.81
10/31/2022,96.04
11/1/2022,97.73
11/2/2022,99.4
11/3/2022,98.12
11/4/2022,100.4
11/7/2022,103.16
11/8/2022,100.75
11/9/2022,96.21
11/10/2022,96.21
11/11/2022,98.18
11/14/2022,96.97
11/15/2022,95.65
11/16/2022,93.52
11/17/2022,93.41
11/18/2022,90.5
11/21/2022,85.43
11/22/2022,91.14
11/23/2022,87.26
11/24/2022,87.42
11/25/2022,86.4
11/28/2022,84.65
11/30/2022,86.79
12/1/2022,89.7
12/2/2022,89.1
12/5/2022,87.19
