Date,value
12/6/2022,82.07
12/7/2022,79.71
12/8/2022,77.52
12/9/2022,78.49
12/12/2022,79.56
12/13/2022,81.49
12/14/2022,84.62
12/15/2022,83.59
12/16/2022,81.11
12/19/2022,83.09
12/20/2022,79.95
12/21/2022,80.77
12/22/2022,82.08
12/23/2022,83.29
12/28/2022,28.11
12/29/2022,84.65
12/29/2022,82.04
12/30/2022,82.58
1/3/2023,82.81
1/4/2023,76.83
1/5/2023,78.58
1/6/2023,78.87
1/9/2023,79.16
1/10/2023,80.31
1/11/2023,82.68
1/12/2023,85.13
1/13/2023,85.15
1/16/2023,84.6
1/17/2023,85.86
1/18/2023,87.92
1/19/2023,86.47
1/20/2023,88.25
1/23/2023,90.38
1/24/2023,87.91
1/25/2023,87.44
1/26/2023,89.47
1/27/2023,88.66
1/30/2023,87.66
1/31/2023,86.3
2/1/2023,86.43
2/2/2023,84.01
2/3/2023,84.07
2/6/2023,83.07
2/7/2023,85.57
2/8/2023,86.54
2/9/2023,86.73
2/10/2023,89.13
2/13/2023,89.19
2/14/2023,88.27
2/15/2023,86.7
2/16/2023,87.71
2/17/2023,85.51
2/20/2023,85.89
2/21/2023,85.77
2/22/2023,83.83
2/23/2023,85.16
2/24/2023,85.44
2/27/2023,84.84
2/28/2023,86.87
3/1/2023,86.49
3/2/2023,87.92
3/3/2023,88.76
3/6/2023,89.23
3/7/2023,87.45
3/8/2023,85.76
3/9/2023,86.5
3/10/2023,86.1
3/13/2023,84.75
3/14/2023,82.37
3/15/2023,75.55
3/16/2023,76.49
3/17/2023,73.77
3/20/2023,73.31
3/21/2023,76.12
3/22/2023,77.61
3/23/2023,77.16
3/24/2023,74.43
3/27/2023,76.45
3/28/2023,79.33
3/29/2023,79.67
3/30/2023,79.75
3/31/2023,80.8
4/3/2023,86.95
4/4/2023,86.58
4/5/2023,86.8
4/6/2023,87.62
4/11/2023,87.87
4/12/2023,89.82
4/13/2023,89.01
4/14/2023,89.53
4/18/2023,87.8
4/19/2023,88.07
4/20/2023,85.5
4/25/2023,84.22
4/26/2023,83.94
4/27/2023,81.89
4/28/2023,83.3
5/2/2023,79.24
5/3/2023,74.64
5/4/2023,75.15
5/5/2023,77.68
5/8/2023,79.63
5/9/2023,75.69
5/10/2023,77.35
5/11/2023,76.22
5/12/2023,75.24
5/15/2023,75.66
5/16/2023,75.37
5/17/2023,76.32
5/18/2023,76.06
5/19/2023,76.68
5/22/2023,77.93
5/23/2023,79.11
5/24/2023,79.89
5/25/2023,77.73
5/26/2023,78.52
5/30/2023,76.25
5/31/2023,74.75
6/1/2023,76.6
6/2/2023,77.88
6/5/2023,79.42
6/6/2023,78.48
6/7/2023,79.35
6/8/2023,78.31
6/9/2023,78.25
6/13/2023,76.21
6/14/2023,76.28
6/15/2023,77.04
6/16/2023,78.13
6/19/2023,78.39
6/20/2023,77.05
6/21/2023,78.96
6/22/2023,75.97
6/23/2023,75.25
6/26/2023,75.64
6/27/2023,75.01
6/30/2023,76.22
7/3/2023,77.76
7/4/2023,78.33
7/5/2023,78.78
7/6/2023,77.39
7/7/2023,79.7
7/10/2023,80.43
7/11/2023,81.5
7/12/2023,82.48
7/13/2023,82.74
7/14/2023,82.4
7/17/2023,80.66
7/18/2023,81.73
7/19/2023,82.55
7/20/2023,81.44
7/21/2023,82.57
7/24/2023,84.56
7/25/2023,84.95
7/26/2023,86.54
7/27/2023,86.8
7/28/2023,86.35
7/31/2023,87.98
8/1/2023,87.98
8/2/2023,86.79
8/3/2023,88.71
8/4/2023,89.86
8/7/2023,89.21
8/8/2023,89.6
8/9/2023,91.53
8/10/2023,90.94
8/11/2023,90.98
8/14/2023,90.43
8/15/2023,88.94
8/16/2023,88.73
8/17/2023,88.64
8/18/2023,88.34
8/21/2023,88.94
8/22/2023,87.68
8/23/2023,88.23
8/24/2023,88.11
8/25/2023,89.35
8/28/2023,89.17
8/29/2023,90.05
8/30/2023,90.13
8/31/2023,91.37
9/1/2023,93.51
9/4/2023,94.55
9/5/2023,96.08
9/6/2023,95.53
9/7/2023,95.9
9/8/2023,96.29
9/11/2023,96.05
9/12/2023,97.98
9/13/2023,97.42
9/14/2023,98.94
9/15/2023,99.53
9/18/2023,100.48
9/19/2023,101.14
9/20/2023,100.16
9/21/2023,98.84
9/22/2023,98.64
9/25/2023,97.96
9/26/2023,98.42
9/27/2023,101.76
9/28/2023,101.73
9/29/2023,100.42
10/3/2023,99.33
10/4/2023,96.55
10/5/2023,93.48
10/6/2023,92.42
10/9/2023,95.83
10/10/2023,95.24
10/11/2023,91.97
10/12/2023,93.79
10/13/2023,95.59
10/16/2023,96.4
10/17/2023,95.3
10/18/2023,98.32
10/19/2023,96.13
10/20/2023,98.26
10/23/2023,97.44
10/24/2023,91.69
10/25/2023,92.43
10/26/2023,93.13
